id,cmc_rank,id,name,symbol,slug,market_cap,volume_24h,date_added
242,243,2989,STASIS EURO,EURS,stasis-euro,131492566.24478333,2594293.35067609,2018-07-30T00:00:00.000Z
243,244,13663,Gains Network,GNS,gains-network,129358931.40163909,13302461.92706667,2021-11-01T10:00:04.000Z
244,245,5113,inSure DeFi,SURE,insure,125928071.40410736,128270.15044443,2020-01-07T00:00:00.000Z
245,246,23757,ATOR Protocol,ATOR,airtor-protocol,121873486.61134401,2399546.93736427,2023-03-04T16:22:51.000Z
246,247,14101,Ronin,RON,ronin,120618099.20629787,239845.26713526,2021-11-08T17:57:40.000Z
247,248,3626,Rootstock Smart Bitcoin,RBTC,rsk-smart-bitcoin,113443488.46009704,382.88261944,2018-12-05T00:00:00.000Z
248,249,25028,Ordinals,ORDI,ordinals,109470334.53203045,24521677.19886092,2023-05-08T05:51:24.000Z
249,250,2467,OriginTrail,TRAC,origintrail,108700490.96866882,1813761.68140202,2018-01-25T00:00:00.000Z
250,251,3814,Celer Network,CELR,celer-network,105928483.93424155,2736393.89450228,2019-03-25T00:00:00.000Z
251,252,6651,USDX [Kava],USDX,usdx-kava,105557385.52541146,715425.72779363,2020-08-20T00:00:00.000Z
252,253,10903,Coin98,C98,coin98,104885657.30633482,12687672.1637089,2021-07-15T00:00:00.000Z
253,254,9308,Vulcan Forged PYR,PYR,vulcan-forged-pyr,104612671.74276926,14294594.59533968,2021-04-19T00:00:00.000Z
254,255,3964,Reserve Rights,RSR,reserve-rights,104348476.40140283,5010330.24187098,2019-05-24T00:00:00.000Z
255,256,2394,Telcoin,TEL,telcoin,103874118.94966131,537526.18170069,2018-01-14T00:00:00.000Z
256,257,12400,Decimal,DEL,decimal,102555129.87783554,226927.17335032,2021-10-06T16:48:29.000Z
257,258,18934,Stargate Finance,STG,stargate-finance,100908872.78755382,36257833.58318469,2022-03-18T04:06:21.000Z
258,259,5566,Keep Network,KEEP,keep-network,100830022.65597726,183424.30884941,2020-05-13T00:00:00.000Z
259,260,4979,PegNet,PEG,pegnet,99452226.18194538,37222.84078835,2019-12-16T00:00:00.000Z
260,261,7461,PlayDapp,PLA,playdapp,99333549.73441309,8084137.3976825,2020-10-20T00:00:00.000Z
261,262,7878,MobileCoin,MOB,mobilecoin,99297253.28437932,936050.57055964,2020-12-07T00:00:00.000Z
262,263,1044,Global Currency Reserve,GCR,global-currency-reserve,98456492.71394974,24526.44170768,2015-08-26T00:00:00.000Z
263,264,5625,LUKSO (Old),LYXe,lukso,96901030.63930567,219731.2263498,2020-05-25T00:00:00.000Z
264,265,3950,Netrum,NTR,netrum,96687683.40770589,42985.69126483,2019-05-20T00:00:00.000Z
265,266,3217,Ontology Gas,ONG,ontology-gas,96013421.15581456,4060717.5398989,2018-08-23T00:00:00.000Z
266,267,24613,Open Campus,EDU,open-campus,94703615.83554599,15254948.33599983,2023-04-21T08:06:26.000Z
267,268,2505,Bluzelle,BLZ,bluzelle,93163280.89050859,39810360.632495,2018-02-06T00:00:00.000Z
268,269,5908,dKargo,DKA,dkargo,93013467.63308519,4589231.00975944,2020-07-27T00:00:00.000Z
269,270,1586,Ark,ARK,ark,92809784.96836057,103969082.38733579,2017-03-22T00:00:00.000Z
270,271,1230,Steem,STEEM,steem,92772321.3510471,29766869.52823627,2016-04-18T00:00:00.000Z
271,272,12387,Ribbon Finance,RBN,ribbon-finance,92003318.9730389,263460.96045594,2021-10-07T12:24:29.000Z
272,273,1788,Metal DAO,MTL,metal,91416584.29151095,15127038.49998531,2017-07-09T00:00:00.000Z
273,274,1816,Civic,CVC,civic,91303024.11727326,5082478.72321578,2017-07-17T00:00:00.000Z
274,275,1567,Nano,XNO,nano,91211129.05549744,2172480.633823,2017-03-06T00:00:00.000Z
275,276,7411,Covalent,CQT,covalent,89855779.56017454,566350.00004491,2020-10-14T00:00:00.000Z
276,277,5266,MiL.k,MLK,milk-alliance,87363151.70826975,11539365.84450203,2020-08-05T00:00:00.000Z
277,278,23635,BinaryX,BNX,binaryx-new,86787898.6290621,4690804.5182771,2021-05-18T00:00:00.000Z
278,279,7288,Venus,XVS,venus,86663501.16907787,8665207.43286805,2020-10-05T00:00:00.000Z
279,280,14519,VVS Finance,VVS,vvs-finance,86076993.77232043,301272.01836741,2021-11-15T09:13:07.000Z
280,281,1732,Numeraire,NMR,numeraire,85982654.27659643,6247449.89960684,2017-06-23T00:00:00.000Z
281,282,11396,JOE,JOE,joe,85848003.61996007,7441287.66978595,2021-08-25T21:39:22.000Z
282,283,1674,Cannation,CNNC,cannation,85552585.48027855,38757.34624049,2017-05-13T00:00:00.000Z
283,284,7326,DeXe,DEXE,dexe,85338148.30065711,4901207.55365829,2020-10-07T00:00:00.000Z
284,285,1320,Ardor,ARDR,ardor,84547849.4986395,8756541.9416407,2016-07-23T00:00:00.000Z
285,286,2982,MVL,MVL,mvl,84294473.59711926,2158064.41923553,2018-07-27T00:00:00.000Z
286,287,23711,Echelon Prime,PRIME,echelon-prime,83902818.1627111,653750.00597428,2023-03-01T16:41:56.000Z
287,288,21846,SPACE ID,ID,space-id,83852547.9747323,21442065.43768993,2022-09-16T05:55:56.000Z
288,289,3012,VeThor Token,VTHO,vethor-token,82318073.25184979,1237686.40661437,2018-07-30T00:00:00.000Z
289,290,3095,Niobium Coin,NBC,niobium-coin,82267441.95919093,53921.48206632,2018-08-06T00:00:00.000Z
290,291,21106,Radiant Capital,RDNT,radiant-capital,81954045.87032126,15510228.62718027,2022-07-21T06:25:00.000Z
291,292,8420,DAO Maker,DAO,dao-maker,81217233.7557644,1143029.37913063,2021-02-09T00:00:00.000Z
292,293,1637,iExec RLC,RLC,rlc,80635074.62208687,5667239.57359658,2017-04-20T00:00:00.000Z
293,294,1935,LiteCoin Ultra,LTCU,litecoin-ultra,80623846.12489146,45886.90831289,2017-08-30T00:00:00.000Z
294,295,2930,IQ,IQ,iq,80112022.73058873,3836370.26643466,2018-10-03T00:00:00.000Z
295,296,23355,0x0.ai,0x0,0x0-ai-ai-smart-contract,79887399.71663237,1052916.13587749,2023-01-31T10:00:24.000Z
296,297,5939,Wrapped NXM,WNXM,wrapped-nxm,79310552.1969321,2531858.15472146,2020-07-28T00:00:00.000Z
297,298,4120,Prom,PROM,prom,79129980.41536464,2082943.26863939,2019-07-17T00:00:00.000Z
298,299,10223,Vega Protocol,VEGA,vegaprotocol,78557731.61108063,832371.19389839,2021-09-02T19:00:00.000Z
299,300,10688,Yield Guild Games,YGG,yield-guild-games,78151915.80541426,33261312.48770419,2021-06-28T00:00:00.000Z
300,301,10442,Decentralized Social,DESO,deso,77833901.61402552,1856145.69622094,2021-06-15T00:00:00.000Z
301,302,3978,Chromia,CHR,chromia,75774000.98379742,4094062.02270848,2019-05-28T00:00:00.000Z
302,303,1727,Bancor,BNT,bancor,75629475.49679945,9784349.50157673,2017-06-18T00:00:00.000Z
303,304,7497,Marlin,POND,marlin,75509938.08838736,2168116.01894832,2020-12-22T00:00:00.000Z
304,305,1808,OMG Network,OMG,omg,75324519.13343705,33763086.61649862,2017-07-14T00:00:00.000Z
305,306,26914,Statter Network,STT,statter-network,73899656.63275848,4771593.18713929,2023-06-15T10:03:33.000Z
306,307,6843,Radworks,RAD,radworks,73309244.07810837,19641993.26282361,2020-09-01T00:00:00.000Z
307,308,17591,NYM,NYM,nym,72364199.43148984,1287360.3043183,2022-01-24T08:30:07.000Z
308,309,1886,Dent,DENT,dent,71979174.36692566,2082909.57243378,2017-08-12T00:00:00.000Z
309,310,2297,StormX,STMX,stormx,71398557.7489426,26109422.54682168,2017-12-20T00:00:00.000Z
310,311,2071,Request,REQ,request,70917503.54355408,1289583.28220751,2017-10-20T00:00:00.000Z
311,312,5026,Orchid,OXT,orchid,70669561.32875125,6691763.4916068,2019-12-16T00:00:00.000Z
312,313,2700,Celsius,CEL,celsius,69626475.89425454,8013526.32324929,2018-05-18T00:00:00.000Z
313,314,23254,Core,CORE,core-dao,69081013.40280819,37937097.63700186,2023-02-08T12:26:11.000Z
314,315,2303,MediBloc,MED,medibloc,68936404.45471017,2342220.72192747,2017-12-22T00:00:00.000Z
315,316,17081,LooksRare,LOOKS,looksrare,68772790.3622587,3528106.50921705,2022-01-10T10:44:52.000Z
316,317,24203,SmarDex,SDEX,smardex,68731425.84130557,1893949.30787191,2023-04-03T19:49:26.000Z
317,318,24781,CyberConnect,CYBER,cyberconnect,67575760.58793944,87125518.03408436,2023-08-15T11:49:15.000Z
318,319,2780,NKN,NKN,nkn,67595656.52841227,3862481.3188785,2018-05-28T00:00:00.000Z
319,320,5117,Origin Protocol,OGN,origin-protocol,67301951.98964861,16183587.07100401,2020-01-09T00:00:00.000Z
320,321,12749,Nakamoto Games,NAKA,nakamoto-games,67146424.75303678,12208416.29601084,2021-10-14T18:35:34.000Z
321,322,6945,Amp,AMP,amp,66988767.56049985,3610225.90911704,2020-09-08T00:00:00.000Z
322,323,26680,Neutron,NTRN,neutron-ntrn,66752001.22755368,14451461.10939868,2023-06-13T09:53:47.000Z
323,324,3600,Hippocrat,HPO,hippocrat,66476425.25535969,2374730.35165493,2018-11-08T00:00:00.000Z
324,325,7224,DODO,DODO,dodo,66224678.510509014,7080463.00775091,2020-09-29T00:00:00.000Z
325,326,23195,Access Protocol,ACS,access-protocol,66217732.304124266,1682602.83792419,2023-02-15T17:14:44.000Z
326,327,11079,Bitgert,BRISE,bitrise-token,66019398.29182799,1872368.8599647,2021-07-28T00:00:00.000Z
327,328,541,Syscoin,SYS,syscoin,65802190.28438524,1392313.36514624,2014-08-20T00:00:00.000Z
328,329,27009,UniBot,UNIBOT,unibot-eth,65558013.55417079,23510887.19452371,2023-06-16T05:43:09.000Z
329,330,5824,Smooth Love Potion,SLP,smooth-love-potion,65451149.320607066,5644168.4920092,2020-07-08T00:00:00.000Z
330,331,2763,Morpheus.Network,MNW,morpheus-network,65076109.202241495,275343.0647882,2018-05-22T00:00:00.000Z
331,332,4206,WINkLink,WIN,wink,64886697.155417606,12408502.13445722,2019-08-01T00:00:00.000Z
332,333,7817,Bifrost,BFC,bifrost,64900232.468152665,2523119.64912792,2020-11-30T00:00:00.000Z
333,334,21178,Metars Genesis,MRS,metars-genesis,64430780.41860879,80588.10585835,2022-08-01T04:52:13.000Z
334,335,6841,Phala Network,PHA,phala-network,64062227.93584092,6292356.02760963,2020-09-13T00:00:00.000Z
335,336,693,Verge,XVG,verge,63876460.080045566,3340558.59706559,2014-10-25T00:00:00.000Z
336,337,10052,Gitcoin,GTC,gitcoin,63872266.7628196,6685091.77763564,2021-05-25T00:00:00.000Z
337,338,14806,ConstitutionDAO,PEOPLE,constitutiondao,63669148.99231372,20929464.61398363,2021-11-19T03:12:15.000Z
338,339,7232,Stella,ALPHA,alpha-finance-lab,63298736.73043905,2456527.66416182,2020-09-29T00:00:00.000Z
339,340,22858,Dynex,DNX,dynex,63125984.273094594,886200.2718413,2022-12-03T14:51:44.000Z
340,341,2840,QuarkChain,QKC,quarkchain,63033209.19247594,4138213.25215896,2018-06-04T00:00:00.000Z
341,342,11232,Highstreet,HIGH,highstreet,62207944.00507613,5786143.68985925,2021-08-12T00:00:00.000Z
342,343,9640,MetisDAO,METIS,metisdao,61828603.35203315,2767337.8779558,2021-05-08T00:00:00.000Z
343,344,11346,RACA,RACA,radio-caca,61682930.43054808,34309722.66996428,2021-08-20T00:00:00.000Z
344,345,9674,Wilder World,WILD,wilder-world,61551239.4428712,462036.09601262,2021-05-10T00:00:00.000Z
345,346,7102,Linear Finance,LINA,linear,61400468.90778871,15921965.18888354,2020-09-18T00:00:00.000Z
346,347,1762,Ergo,ERG,ergo,60798050.161827244,322219.05979116,2017-06-29T00:00:00.000Z
347,348,11584,Braintrust,BTRST,braintrust,60317483.03801275,485772.2276393,2021-09-02T18:08:47.000Z
348,349,21351,Sweat Economy,SWEAT,sweat-economy,60165256.14148911,1315401.44355156,2022-09-13T08:15:37.000Z
349,350,18895,MARBLEX,MBX,marblex,59909246.46134039,2625168.58319434,2022-03-17T04:12:25.000Z
350,351,13769,World Mobile Token,WMT,world-mobile-token,59861147.98551079,1646157.7312797,2021-11-02T08:55:10.000Z
351,352,8100,Ankr Staked ETH,ankrETH,ankreth,59708966.896221146,341567.37582569,2020-12-23T00:00:00.000Z
352,353,7959,Venus BUSD,vBUSD,venus-busd,59585850.747331515,0.0,2020-12-12T00:00:00.000Z
353,354,10529,Sun (New),SUN,sun-token,59630097.63511551,14261077.67622265,2021-06-21T00:00:00.000Z
354,355,5604,Secret,SCRT,secret,59175497.89728253,1716511.9043232,2020-05-19T00:00:00.000Z
355,356,22461,Hashflow,HFT,hashflow,59135423.77321831,16663755.78278687,2022-10-31T07:02:20.000Z
356,357,4038,MovieBloc,MBL,moviebloc,58414535.01054364,4674519.29453066,2019-06-21T00:00:00.000Z
357,358,23037,Hifi Finance,HIFI,hifi-finance-new,58109275.51327464,146086062.58477232,2018-07-05T00:00:00.000Z
358,359,4039,ARPA,ARPA,arpa-chain,58074149.739243574,10278560.57949551,2019-07-15T00:00:00.000Z
359,360,1866,Bytom,BTM,bytom,57870844.54714961,409382.32814135,2017-08-08T00:00:00.000Z
360,361,9175,MOBOX,MBOX,mobox,57836281.97960493,53908772.89920713,2021-04-08T00:00:00.000Z
361,362,3816,Verasity,VRA,verasity,57456523.13915441,10511242.5216171,2019-04-03T00:00:00.000Z
362,363,18037,Maverick Protocol,MAV,maverick-protocol,57403158.94293046,21004607.65398727,2022-02-10T08:23:09.000Z
363,364,7824,Vai,VAI,vai,57377814.81078097,1392.16228199,2020-12-01T00:00:00.000Z
364,365,27565,Arkham,ARKM,arkham,56993948.58943894,19576007.6037952,2023-07-18T09:32:13.000Z
365,366,20886,Astrafer,ASTRAFER,astrafer,56696707.26005881,22903.01476681,2022-07-06T02:24:18.000Z
366,367,11568,Adventure Gold,AGLD,adventure-gold,55710231.90405179,48331626.27880727,2021-09-02T10:19:07.000Z
367,368,3418,Metadium,META,metadium,55240505.53064732,6303082.34551944,2018-10-09T00:00:00.000Z
368,369,4189,Ultra,UOS,ultra,54908420.29353955,930762.26163791,2019-07-30T00:00:00.000Z
369,370,3992,COTI,COTI,coti,54860861.16191504,4495217.3103094,2019-06-04T00:00:00.000Z
370,371,3637,Aergo,AERGO,aergo,54473548.675674796,4668911.72762197,2018-12-17T00:00:00.000Z
371,372,5268,Energy Web Token,EWT,energy-web-token,54398254.008525595,2087412.89180712,2020-03-28T00:00:00.000Z
372,373,8107,Cobak Token,CBK,cobak-token,54236070.18480218,6649067.71017574,2020-12-24T00:00:00.000Z
373,374,22764,Hooked Protocol,HOOK,hooked-protocol,54100896.39903694,10412000.8687028,2022-12-01T14:40:31.000Z
374,375,7505,Everscale,EVER,everscale,53445882.540513135,623915.06067848,2020-10-26T00:00:00.000Z
375,376,4092,Dusk,DUSK,dusk-network,53442559.65795818,7231409.44506593,2019-07-11T00:00:00.000Z
376,377,20641,EURC,EURC,euro-coin,53273898.546402045,4679234.34569254,2022-06-16T19:13:48.000Z
377,378,3946,Carry,CRE,carry,52724930.269308046,9936778.17042478,2019-05-17T00:00:00.000Z
378,379,11289,Spell Token,SPELL,spell-token,52645015.75222653,5521597.83944243,2021-08-17T00:00:00.000Z
379,380,3884,Function X,FX,function-x,52540272.34564707,1334984.02271282,2019-04-25T00:00:00.000Z
380,381,16876,Artificial Liquid Intelligence,ALI,alethea-artificial-liquid-intelligence-token,52341484.89604157,343084.77691078,2022-01-05T09:29:06.000Z
381,382,16946,Metacraft,MCT,metacraft,52210517.93160191,7712.01738813,2022-01-06T10:02:19.000Z
382,383,10821,Starlink,STARL,star-link,52209121.24459529,94950446.95638181,2021-07-10T00:00:00.000Z
383,384,20513,Saitama,SAITAMA,saitama-inu-new,51911588.96439638,423955.85121813,2021-06-18T00:00:00.000Z
384,385,6731,Tokamak Network,TON,tokamak-network,51667015.860920034,3115955.5830781,2020-08-29T00:00:00.000Z
385,386,10631,Gods Unchained,GODS,gods-unchained,50995206.96525492,2023747.90475545,2021-10-29T09:56:03.000Z
386,387,7672,Unifi Protocol DAO,UNFI,unifi-protocol-dao,51002765.46585242,32732111.90825767,2020-11-21T00:00:00.000Z
387,388,8335,Mdex,MDX,mdex,50934079.49845906,5806811.56695514,2021-01-27T00:00:00.000Z
388,389,5612,SOMESING,SSX,somesing,50422462.9783967,6224834.21917153,2020-05-21T00:00:00.000Z
389,390,8985,Efinity Token,EFI,efinity,49794089.857099585,83472.28501657,2021-03-29T00:00:00.000Z
390,391,7859,Badger DAO,BADGER,badger-dao,49776656.3659292,4849939.87890282,2020-12-04T00:00:00.000Z
391,392,8766,MyNeighborAlice,ALICE,myneighboralice,49737951.167311326,15034090.31999983,2021-03-10T00:00:00.000Z
392,393,1757,FUNToken,FUN,funtoken,49674892.372261964,783114.98925019,2017-06-27T00:00:00.000Z
393,394,4090,Wirex Token,WXT,wirex-token,49673914.21024901,264730.50206392,2019-07-09T00:00:00.000Z
394,395,12147,Synapse,SYN,synapse-2,49553528.8411981,7170514.64900819,2021-09-26T08:56:12.000Z
395,396,5049,VerusCoin,VRSC,veruscoin,49518736.48063576,7531.27003414,2020-06-12T00:00:00.000Z
396,397,23825,AllianceBlock Nexera,NXRA,allianceblock-nexera,49338842.690276034,796099.37031537,2023-03-08T08:04:07.000Z
397,398,2539,Ren,REN,ren,49145295.250409715,14936610.61927665,2018-02-21T00:00:00.000Z
398,399,5866,DEXTools,DEXT,dextools,48977933.81641247,87986.21152981,2020-07-19T00:00:00.000Z
399,400,3930,ThunderCore,TT,thundercore,48659228.45523314,34770921.3216428,2019-05-10T00:00:00.000Z
400,401,28179,Wall Street Memes,WSM,wall-street-memes,48629863.68971898,52728889.62685172,2023-09-26T13:54:45.000Z
401,402,3437,ABBC Coin,ABBC,abbc-coin,48572778.0544692,6102320.45685019,2018-10-12T00:00:00.000Z
402,403,8602,Bounce Token,AUCTION,bounce-token,48333612.94110713,32923627.14781621,2021-02-26T00:00:00.000Z
403,404,26585,PLANET,PLANET,planettoken,47612397.2079756,35817570.53607941,2023-06-02T06:49:38.000Z
404,405,22359,XPLA,XPLA,xpla,47260566.04476249,3855624.50069279,2022-10-24T06:03:39.000Z
405,406,11307,Beta Finance,BETA,beta-finance,47155448.73911181,1181551.10650232,2021-08-18T00:00:00.000Z
406,407,8911,Strike,STRK,strike,47006248.67586183,9168120.86324821,2021-03-22T00:00:00.000Z
407,408,3316,smARTOFGIVING,AOG,smartofgiving,46638062.29515014,22691.66576015,2018-09-20T00:00:00.000Z
408,409,8526,Raydium,RAY,raydium,46459724.36071845,3506695.75114085,2021-02-19T00:00:00.000Z
409,410,4953,FirmaChain,FCT,firmachain,46066661.10255829,5095151.33082464,2019-12-06T00:00:00.000Z
410,411,22265,Oasys,OAS,oasys,45829876.25839255,599125.87101561,2022-10-18T06:35:35.000Z
411,412,6216,AXEL,AXEL,axel,45703921.14629615,5711.78773248,2020-08-05T00:00:00.000Z
412,413,14803,Aurora,AURORA,aurora-near,45616963.430536024,8577190.86784106,2021-11-19T03:03:36.000Z
413,414,22320,HELLO Labs,HELLO,hello-labs,45161571.34793501,3419152.44666575,2022-10-20T13:00:42.000Z
414,415,5279,Sologenic,SOLO,sologenic,45138048.746762395,1121610.94353351,2020-03-06T00:00:00.000Z
415,416,7150,Flamingo,FLM,flamingo,44812964.29085213,9195999.35533,2020-09-29T00:00:00.000Z
416,417,9421,Ampleforth Governance Token,FORTH,ampleforth-governance-token,44383338.92654867,11493688.84276141,2021-04-21T00:00:00.000Z
417,418,4807,Shentu,CTK,shentu,44371445.66164603,2383325.17500434,2019-10-19T00:00:00.000Z
418,419,2765,XYO,XYO,xyo,44133206.82571662,1374800.9484077,2018-05-22T00:00:00.000Z
419,420,5380,HUNT,HUNT,hunt,43591697.37487157,3942297.16268572,2020-03-30T00:00:00.000Z
420,421,7046,Aavegotchi,GHST,aavegotchi,43457543.601362795,1915339.89362261,2020-09-14T00:00:00.000Z
421,422,5161,WazirX,WRX,wazirx,42829157.97824515,842509.98884926,2020-02-06T00:00:00.000Z
422,423,2665,Dero,DERO,dero,42617840.38445339,9222.50610117,2018-04-23T00:00:00.000Z
423,424,4275,COMBO,COMBO,combo-network,42466723.75432553,2196038.02338822,2019-08-21T00:00:00.000Z
424,425,9119,Alien Worlds,TLM,alien-worlds,42315976.81667255,6378453.21824326,2021-04-06T00:00:00.000Z
425,426,10180,Gomining,GMT,gomining-token,42183569.53056788,1950889.77402292,2021-06-01T00:00:00.000Z
426,427,20672,Clash of Lilliput,COL,clash-of-lilliput,42054646.820512734,59545.7933432,2022-06-20T04:02:04.000Z
427,428,268,WhiteCoin,XWC,whitecoin,41812421.57904623,0.0,2014-04-18T00:00:00.000Z
428,429,5919,Meter Governance,MTRG,meter-governance,41536399.35911484,406108.16289701,2020-07-27T00:00:00.000Z
429,430,5198,Creditcoin,CTC,creditcoin,41486380.51856022,34775445.7205523,2020-01-31T00:00:00.000Z
430,431,2868,Constellation,DAG,constellation,41365296.97765959,301308.44235178,2018-06-20T00:00:00.000Z
431,432,5956,MUX Protocol,MCB,mcdex,41135352.87725252,258227.98374369,2020-07-29T00:00:00.000Z
432,433,7725,TrueFi,TRU,truefi-token,40863721.94239736,3939435.67575434,2020-11-19T00:00:00.000Z
433,434,7236,Celo Dollar,CUSD,celo-dollar,40838567.26741245,206671.19041822,2020-09-29T00:00:00.000Z
434,435,6950,Perpetual Protocol,PERP,perpetual-protocol,40516984.11646739,6311147.23826602,2020-09-08T00:00:00.000Z
435,436,2137,Electroneum,ETN,electroneum,40389274.11890883,1031297.72474083,2017-11-02T00:00:00.000Z
436,437,3089,AVINOC,AVINOC,avinoc,40226806.75596034,56042.39671315,2018-08-06T00:00:00.000Z
437,438,18031,Concordium,CCD,concordium,40209898.794216536,269155.16273698,2022-02-10T07:51:08.000Z
438,439,6756,Acala Token,ACA,acala,40198393.220489904,3523993.87840965,2020-08-28T00:00:00.000Z
439,440,9176,RocketX exchange,RVF,rocket-vault-rocketx,40083113.35381566,1182375.52094214,2021-04-13T00:00:00.000Z
440,441,8972,Seedify.fund,SFUND,seedify-fund,39228856.7477844,1245703.10042664,2021-03-29T00:00:00.000Z
441,442,6928,Bella Protocol,BEL,bella-protocol,39150578.786838375,3088930.21401899,2020-09-07T00:00:00.000Z
442,443,7055,DeFi Pulse Index,DPI,defi-pulse-index,39132695.10923886,27442.61289847,2020-09-15T00:00:00.000Z
443,444,20873,LeverFi,LEVER,lever,38989131.36780254,10447247.19387242,2022-07-04T21:03:02.000Z
444,445,7064,BakeryToken,BAKE,bakerytoken,38815642.17862882,16452296.26924597,2020-09-15T00:00:00.000Z
445,446,17917,RSS3,RSS3,rss3,38550050.11578089,5836365.92448001,2022-02-07T10:03:56.000Z
446,447,10789,Tether EURt,EURt,tether-eurt,38407314.56287915,2052282.48808053,2021-07-08T00:00:00.000Z
447,448,21532,Aura Finance,AURA,aura-finance,38096277.79070127,321053.4165779,2022-08-23T10:42:44.000Z
448,449,20622,Forta,FORT,forta,38019864.35203157,305995.51371613,2022-06-15T16:55:55.000Z
449,450,258,Groestlcoin,GRS,groestlcoin,38028574.43269668,16702546.53008425,2014-04-11T00:00:00.000Z
450,451,9720,PlatON,LAT,platon,37794230.04226424,1167882.54621459,2021-05-12T00:00:00.000Z
451,452,1552,Enzyme,MLN,enzyme,37581353.5214371,2273685.70376748,2017-02-21T00:00:00.000Z
452,453,21929,Kwenta,KWENTA,kwenta,37554415.58613837,180846.19495537,2022-09-23T09:10:21.000Z
453,454,11823,Pocket Network,POKT,pocket-network,37467145.45992465,230114.75511961,2021-09-12T10:19:10.000Z
454,455,2606,Wanchain,WAN,wanchain,37438208.890512474,982253.69315727,2018-03-23T00:00:00.000Z
455,456,2273,Uquid Coin,UQC,uquid-coin,37363907.35473885,62019.13121148,2017-12-13T00:00:00.000Z
456,457,11374,Mines of Dalarnia,DAR,mines-of-dalarnia,37123121.42643474,12169231.02197368,2021-08-24T00:00:00.000Z
457,458,23397,Games for a Living,GFAL,games-for-a-living,37078803.017181255,1318466.99963363,2023-02-04T23:52:41.000Z
458,459,5072,Rakon,RKN,rakon,37055859.89279404,7830.34255298,2019-12-25T00:00:00.000Z
459,460,9020,Toko Token,TKO,tokocrypto,36775937.24138673,1587849.29146258,2021-04-07T00:00:00.000Z
460,461,8290,SuperVerse,SUPER,superfarm,36487978.31141541,1671947.21646156,2021-01-20T00:00:00.000Z
461,462,9638,SingularityDAO,SDAO,singularitydao,36312498.15674978,613211.66523349,2021-05-07T00:00:00.000Z
462,463,10188,Automata Network,ATA,automata-network,35660084.93500191,1286592.70975838,2021-06-01T00:00:00.000Z
463,464,3855,Locus Chain,LOCUS,locus-chain,35400918.357473455,22808.12590147,2019-05-20T00:00:00.000Z
464,465,7533,Oraichain,ORAI,oraichain-token,35309535.96345106,955862.56283114,2020-10-27T00:00:00.000Z
465,466,5326,Orbit Chain,ORC,orbit-chain,35055409.81577947,118222.0005718,2020-03-16T00:00:00.000Z
466,467,4056,Ampleforth,AMPL,ampleforth,34673107.10237087,220473.1395733,2019-06-28T00:00:00.000Z
467,468,9285,Moonriver,MOVR,moonriver,34544742.38465165,2241185.45662148,2021-04-19T00:00:00.000Z
468,469,2856,CEEK VR,CEEK,ceek-vr,34340783.40053169,3878254.21350948,2018-06-11T00:00:00.000Z
469,470,8642,Fei USD,FEI,fei-usd,34195722.47872253,347512.78614876,2021-03-02T00:00:00.000Z
470,471,1312,Steem Dollars,SBD,steem-dollars,34049072.18698663,4466188.62062426,2016-07-18T00:00:00.000Z
471,472,3673,ASD,ASD,bitmax-token,34014125.66602604,1603777.11041654,2019-01-08T00:00:00.000Z
472,473,23095,Bonk,BONK,bonk1,34009714.4592239,22508856.91977293,2022-12-30T06:58:50.000Z
473,474,1785,Gas,GAS,gas,33269170.375285204,82401941.49487288,2017-07-06T00:00:00.000Z
474,475,3928,IDEX,IDEX,idex,33234505.834859427,1982714.75231556,2019-05-09T00:00:00.000Z
475,476,2866,Sentinel Protocol,UPP,sentinel-protocol,33092835.850707877,1623068.15941603,2018-06-18T00:00:00.000Z
476,477,1817,Voyager Token,VGX,voyager-token,32962729.920050897,2295375.39937519,2017-07-18T00:00:00.000Z
477,478,8936,Trias Token (new),TRIAS,trias-token,32822977.75428288,709291.66101834,2021-03-24T00:00:00.000Z
478,479,9286,Doge Killer,LEASH,doge-killer,32741364.756379172,789477.91113364,2021-04-19T00:00:00.000Z
479,480,3795,ZEON,ZEON,zeon,32673550.265758622,27518.50779884,2019-03-15T00:00:00.000Z
480,481,6724,Klever,KLV,klever,32512255.389080584,1322475.78178244,2020-09-09T00:00:00.000Z
481,482,7463,RAMP,RAMP,ramp,32479042.86349182,2246.6019268,2020-10-21T00:00:00.000Z
482,483,6951,Reef,REEF,reef,32474870.48822188,8428816.32448797,2020-09-08T00:00:00.000Z
483,484,9071,Chainge,CHNG,chainge,32462725.898493532,272104.50115373,2021-04-01T00:00:00.000Z
484,485,7440,BarnBridge,BOND,barnbridge,32435279.09199397,80840061.89747095,2020-10-19T00:00:00.000Z
485,486,10746,Biswap,BSW,biswap,32177447.692365035,7672598.96784287,2021-07-02T00:00:00.000Z
486,487,2915,Moss Coin,MOC,moss-coin,32158838.7951466,2045596.11682107,2018-07-10T00:00:00.000Z
487,488,1993,Kin,KIN,kin,32130230.210199013,222461.87861432,2017-09-27T00:00:00.000Z
488,489,10750,Qredo,QRDO,qredo,32033592.296190456,1761797.60293411,2021-08-19T00:00:00.000Z
489,490,9868,XCAD Network,XCAD,xcad-network,32032393.853791967,1383241.5763807,2021-05-17T00:00:00.000Z
490,491,2927,sUSD,SUSD,susd,31995005.662820343,5673195.22253087,2018-07-13T00:00:00.000Z
